College Name,City
Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology,Khalapur
Pune Vidhyarthi Griha's College of Engineering,Nashik
Vidya Prasarini Sabha's College of Engineering and Technology,Lonavala
SSN Engineering College,Ongole
JNTUA CEA Anantapur - JNTUA College of Engineering,Anantapur
Ramco Institute of Technology,Rajapalayam
Jeppiaar Engineering College,Chennai
JCT College of Engineering and Technology,Pichanur
JBIET Hyderabad - JB Institute of Engineering and Technology,Hyderabad
Jayawantrao Sawant College of Engineering,Pune
ICOER Pune - Imperial College of Engineering and Research,Pune
Jayaraj Annapackiam CSI College of Engineering,Nazareth
JITS Warangal - Jayamukhi Institute of Technological Sciences,Narsampet
Jayalakshmi Institute of Technology,Dharmapuri
JNCT Rewa - Jawaharlal Nehru College of Technology,Rewa
Jawaharlal Darda Institute of Engineering and Technology,Yavatmal
Jawahar Education Society's Institute of Technology Management and Research,Nashik
Jansons Institute of Technology,Coimbatore
Jamia Institute of Engineering and Management Studies,Nandurbar
JECRC Jaipur - Jaipur Engineering College and Research Centre,Jaipur
Jain College of Engineering,Belgaum
Jai Narain College of Technology and Science,Bhopal
JNCT Bhopal - Jai Narain College of Technology,Bhopal
Jagruti Institute of Engineering and Technology,Ibrahimpatnam
Jagannath Institute for Technology and Management,Paralakhemundi
JT Mahajan College of Engineering,Faizpur
JS Institute of Management and Technology,Shikohabad
JP College of Engineering,Tenkasi
Ishwar Institute of Technology and Research,Faridabad
ISB and M School of Technology,Pune
Ipcowala Institute of Engineering and Technology,Anand
International Institute of Technology and Business,Sonipat
IIET Kurukshetra - International Institute of Engineering and Technology,Kurukshetra
Intellectual Institute of Technology,Anantapur
Intellectual Engineering College,Anantapur
Institute of Technology Roorkee,Roorkee
IITM Gurgaon - Institute of Information Technology and Management,Gurgaon
Infant Jesus College of Engineering and Technology,Thoothukudi
Infant Jesus College of Engineering,Thoothukudi
IITM Kanpur - Indus Institute of Technology and Management,Kanpur
Indus Institute of Engineering and Technology,Jind
Indotech College of Engineering,Bhubaneswar
Indo Global College of Engineering,Mohali
Indira Institute of Technology and Sciences,Markapur
Indira Institute of Engineering and Technology,Thiruvallur
Indira Gandhi Institute of Engineering and Technology,Ernakulam
IPEC Ghaziabad - Inderprastha Engineering College,Ghaziabad
IIMT Engineering College,Meerut
Ideal Institute of Technology,Kakinada
HITAM Hyderabad - Hyderabad Institute of Technology and Management,Medchal
HRMITM Delhi - HMR Institute of Technology and Management,Delhi
HIET Ghaziabad - Hi Tech Institute of Engineering and Technology,Ghaziabad
Hindusthan Institute of Technology,Coimbatore
Hindustan Institute of Technology Science and Management,Gwalior
Pulla Reddy Institute of Technology,Warangal
Pandit Dev Prabhakar Shastri College of Technology,Chhatarpur
PSN Institute of Technology and Science,Palayamkottai
PSN College of Engineering and Technology,Tirunelveli
Professional Educational Trusts Group of Institutions Faculty of Engineering,Tirupur
Prof Rama Reddy College of Engineering and Technology,Hyderabad
Prof Ram Meghe College of Engineering and Management,Badnera
Priyadarshini Institute of Technology and Science,Tenali
PSVPEC Chennai - Prince Shri Venkateshwara Padmavathy Engineering College,Chennai
Prince Dr K Vasudevan College of Engineering and Technology,Chennai
Prestige Institute of Engineering and Science,Indore
Premier Institute of Technology,Jabalpur
Pratap Institute of Management and Technology,Washim
Prasiddha College of Engineering and Technology,Amalapuram
Prashanti Institute of Technology and Science,Ujjain
Prakash Institute of Engineering and Technology,Jabalpur
Prajna Institute of Technology and Management,Pasala
Pragati College of Engineering and Management,Raipur
PPGIT Coimbatore - PPG Institute of Technology,Coimbatore
Ponnaiyah Ramajayam College of Engineering and Technology,Thanjavur
PNS Women's Institute of Technology,Bangalore
PERI Institute of Technology,Chennai
Pavendar Bharathidasan Institute of Information Technology,Tiruchirappalli
Pavendar Bharathidasan College of Engineering and Technology,Tiruchirappalli
Patel Institute of Engineering and Science,Bhopal
PITS Thanjavur - Parisutham Institute of Technology and Science,Thanjavur
Panimalar Institute of Technology,Chennai
Panimalar Engineering College,Chennai
Paladugu Parvathi Devi College of Engineering and Technology,Vijayawada
Padmashri Dr VB Kolte College of Engineering,Malkapur
Padmashree Krutartha Acharya College of Engineering,Bargarh
PIET Panipat - Panipat Institute of Engineering and Technology,Panipat
PVKK Institute of Technology,Anantapur
PSV College of Engineering and Technology,Krishnagiri
PBCE Chennai - PB College of Engineering,Kancheepuram
OASYS Institute of Technology,Tiruchirappalli
NOVA College of Engineering and Technology,Hyderabad
North India Institute of Technology,Bijnor
Nikhil Institute of Engineering and Management,Mathura
Nigam Institute of Engineering and Technology,Baramunda
New India College of Engineering and Technology,Hyderabad
Samalkha Group of Institutions,Panipat
Narayana Engineering and Technical Campus,Hayathnagar
NNRG Hyderabad - Nalla Narsimha Reddy Education Society's Group of Institutions,Ghatkesar
Nalgonda Institute of Technology and Science,Nalgonda
Nadar Saraswathi College of Engineering and Technology,Theni
Muthayammal College of Engineering,Namakkal
Murli Manohar Agrawal Institute of Technology,Mathura
MZCE Pathanamthitta - Mount Zion College of Engineering,Pathanamthitta
Montessori Siva Sivani Institute of Science and Technology,Vijayawada
University VOC College of Engineering,Thoothukudi
Ariyalur Engineering College,Ariyalur
AVS College of Technology,Salem
Guru Nanak Institute of Technology,Ibrahimpatnam
UCE-KU - University College of Engineering Kakatiya University,Kothagudem
St Anns Engineering College,Chirala
SVS Group of institution,Warangal
Holy Mary Institute of Technology and Science MCA and MBA,Keesara
GDMM College of Engineering and Technology,Nandigama
Shri USB College of Engineering and Management,Sirohi
Manoharbhai Patel Institute of Engineering and Technology,Shahapur Bhandara
Narsee Monjee Institute of Management Studies,Shirpur
St Gregorios College of Engineering,Perla
Carmel College of Engineering and Technology,Alappuzha
Vidya Academy of Science and Technology - Technical Campus,Thiruvananthapuram
RAAK College of Engineering and Technology,Puducherry
Aryabhatta Group of Institutes,Barnala
Jain AGM Institute of Technology,Jamakandi
Saroj Institute of Management and Technology,Lucknow
Shree Swaminarayan Institute of Technology,Bhat
Apollo Institute of Engineering and Technology,Ahmedabad
College of Basic Sciences and Humanities GB Pant University of Agriculture and Technology,Pantnagar
Surajmal College of Engineering and Management,Kichha
GGI Ludhiana - Gulzar Group of Institutes,Ludhiana
AC Patil College of Engineering,Navi Mumbai
Priyadarshini Bhagwati College of Engineering,Nagpur
Hon Shri Babanrao Pachpute Vichardhara Trust's Group of Institutions,Shrigonda
Aringer Anna College of Engineering and Technology,Dindigul
GCE Dharmapuri - Government College of Engineering,Dharmapuri
AITRC Chhindwara - Annie Institute of Technology and Research Centre,Chhindwara
Coimbatore Marine College,Coimbatore
MJCET Hyderabad - Muffakham Jah College of Engineering and Technology,Hyderabad
Maharashtra Academy of Naval Education and Training,Pune
UCET Hazaribag - University College of Engineering and Technology Vinoba Bhave University,Hazaribag
Baba Sahab Dr Bhim Rao Ambedkar College of Agricultural Engineering and Technology,Etawah
Institute of Radio Physics and Electronics University of Calcutta,Kolkata
Mysuru Royal Institute of Technology,Mandya
Krishna College of Engineering,Rewa
St Andrews Institute of Technology and Management,Gurgaon
JEMC Baruipur - JLD Engineering and Management College,Baruipur
APSIT Thane - AP Shah Institute of Technology,Thane
Sanjaybhai Rajguru College of Engineering,Rajkot
Apeejay Institute of Management Technical Campus,Jalandhar
Swarnandhra Institute of Engineering and Technology,Narsapur
AMIT Banka - Adwaita Mission Institute of Technology,Maniyarpur
Exalt College of Engineering and Technology,Hajipur
Dumka Engineering College,Dumka
Department of Electronics Cochin University of Science and Technology,Kochi
Sri Venkateswara College of Engineering and Technology,Puducherry
Modern Group of Colleges,Mukerian
Mona College of Engineering and Technology,Nalgonda
Mohamed Sathak Engineering College,Kilakarai
Moghal College of Engineering and Technology,Hyderabad
Modern Institute of Engineering and Technology,Kurukshetra
MLV Government Textile and Engineering College,Bhilwara
MIT College of Engineering and Management,Hamirpur
Miracle Educational Society Group of Institutions,Vizianagaram
Mentey Padmanabham College of Engineering and Technology,Bhimavaram
Meenakshi Ramaswamy Engineering College,Ariyalur
Medha College of Engineering,Hyderabad
MEA Engineering College,Malappuram
MCKV Institute of Engineering,Howrah
Maxim Institute of Technology,Bhopal
Mauli Group of Institutions College of Engineering and Technology,Shegaon
MACET Patna - Maulana Azad College of Engineering and Technology,Patna
Matu Ram Institute of Engineering and Management,Rohtak
Matoshri Pratishthans Group of Institutions,Nanded
Marwar Engineering College and Research Centre,Jodhpur
Marian Engineering College,Thiruvananthapuram
Maria College of Engineering and Technology,Kanyakumari
GS Mandal's Marathwada Institute of Technology,Aurangabad
MMEC Belgaum - Maratha Mandal Engineering College,Belgaum
Mar Baselios Institute of Technology and Science,Ernakulam
MBCET - Mar Baselios College of Engineering and Technology,Thiruvananthapuram
Mansarovar Institute of Science and Technology,Bhopal
Mannan Institute of Science and Technology,Chevella
Mandsaur Institute of Technology,Mandsaur
Malla Reddy Institute of Technology and Sciences,Secunderabad
Malla Reddy College of Engineering for Women,Hyderabad
Malineni Perumallu Educational Society's Group of Institutions,Guntur
Malabar Institute of Technology,Kannur
Maheshwara Institute of Technology,Patancheru
Mahendra Institute of Technology,Tiruchengode
Cummins College of Engineering for Women Nagpur - Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,Nagpur
Maharishi Markandeshwar Group of Institutions,Karnal
Maharashtra College of Engineering,Nilanga
Maharaja Institute of Technology,Coimbatore
Maharaja Prithvi Engineering College,Coimbatore
Maharaja Engineering College for Women,Erode
Maharaja Engineering College,Coimbatore
Mahakavi Bharathiyar College of Engineering and Technology,Tirunelveli
Mahakal Institute of Technology and Management,Ujjain
Madhav Proudyogiki Mahavidyalaya,Bhopal
L.E. College or LEC Morbi - Lukhdhirji Engineering College,Morbi
Ludhiana College of Engineering and Technology,Ludhiana
Lucknow Institute of Technology,Lucknow
LICET Chennai - Loyola-ICAM College of Engineering and Technology,Chennai
Loyola Institute of Technology and Science,Kanyakumari
Lords Institute of Engineering and Technology,Hyderabad
Lokmanya Tilak College of Engineering,Navi Mumbai
College of Engineering,Pandharpur
Suresh Deshmukh College of Engineering,Wardha
Sumathi Reddy Institute of Technology for Women,Warangal
Suguna College of Engineering,Coimbatore
Sudheer Reddy College of Engineering and Technology for Women,Nizamabad
Subharti Institute of Technology and Engineering,Meerut
Star Academy of Technology and Management,Indore
Stanley Stephen College of Engineering and Technology,Kurnool
Stallion College For Engineering and Technology,Saharanpur
SPEC Hyderabad - St Peter's Engineering College,Hyderabad
St Michael College of Engineering and Technology,Kalayarkoil
St Joseph's Institute of Technology,Chennai
St Wilfred's Institute of Technology,Mumbai
St Soldier Institute of Engineering and Technology,Jalandhar
St Aloysius Institute of Technology,Jabalpur
Elenki Engineering College,Siddipet
SRINIX College of Engineering,Balasore
Sri Venkateswara Institute of Science and Technology,Kadapa
Sri Venkateswara Institute of Science and Information Technology,West Godavari
Sri Venkateswara Engineering College Tirupati (SVEC Tirupati) - Sri Venkateswara Engineering College,Tirupati
SVCET Thiruvallur - Sri Venkateswara College of Engineering and Technology,Thiruvallur
Mahaguru Institute of Technology,Mavelikara
Sri Vani School of Engineering,Krishna
Sri Sri Institute of Technology and Management,Kanshiram Nagar
Sri Sivani College of Engineering,Srikakulam
SSIT Tumkur - Sri Siddhartha Institute of Technology,Tumkur
Sri Satya Sai Institute of Science and Technology,Sehore
Sri Sarada Institute of Science and Technology,Ghatkesar
Sri Sai Madhavi Institute of Science and Technology,Mallampudi
College of Engineering Dr BR Ambedkar University,Srikakulam
YV Siva Reddy College of Engineering and Technology,Anantapur
KU School of Engineering Technology and Management,Jorhat
